ID,分類1,分類2,名称,住所,電話,ＦＡＸ,経度,緯度
2477,避難所,伯耆町,岸本老人福祉センター,伯耆町大殿1030,859683781,,133.3964455,35.38633915
2479,避難所,伯耆町,日光小学校,伯耆町栃原29,859630305,859630730,133.505558,35.33361051
2480,避難所,伯耆町,日光小学校体育館,伯耆町栃原29,859630305,859630730,133.505558,35.33361062
2481,避難所,伯耆町,日光小学校グラウンド,伯耆町栃原29,859630305,859630730,133.505558,35.33361057
2483,避難所,伯耆町,溝口小学校,伯耆町溝口309,859621011,859621018,133.4358898,35.34365995
2482,避難所,伯耆町,大山帝京すこやか村,伯耆町須村1194,859684700,,133.4354934,35.38867227
2480,避難所,伯耆町,日光小学校体育館,伯耆町栃原29,859630305,859630730,133.505558,35.33361062
2485,避難所,日吉津村,日吉津村立農業者トレーニングセンター,日吉津村日吉津936,859272217,,133.3792222,35.44201698
2486,避難所,日吉津村,保育所,日吉津村日吉津967-2,859270708,859270708,133.3802778,35.44277778
2487,避難所,日吉津村,児童館,日吉津村日吉津970-2,859273634,859273634,133.38,35.44222222
2489,避難所,日吉津村,海浜運動公園・キャンプ場,日吉津村日吉津1864-1,859277390,859277390,133.3731962,35.44882444
2490,避難所,大山町,大山中学校,大山町所子313,859533020,859395012,133.4634016,35.48113382
2491,避難所,大山町,大山武道館,大山町所子２１８－２,859534412,,133.4647222,35.48138889
2493,避難所,大山町,保健福祉センターだいせん,大山町末長503,859395055,859395021,133.4591261,35.48081854
2490,避難所,大山町,大山中学校,大山町所子313,859533020,859395012,133.4634016,35.48113382
2494,避難所,大山町,大山西小学校,大山町末長81-1,859533228,859395013,133.4516307,35.4817999
2497,避難所,大山町,大山小学校,大山町佐摩340,859533104,859395014,133.4973047,35.44557256
2498,避難所,大山町,大山小学校赤松分校,大山町赤松９２８－２,859538707,859538707,133.4769244,35.41559168
2492,避難所,大山町,中高ふれあい文化センター,大山町平木297-1,859533865,859535118,133.4705427,35.47322067
2496,避難所,大山町,大山農業者トレーニングセンター,大山町今在家611,859538139,859538139,133.5001693,35.44032618
2491,避難所,大山町,大山武道館,大山町所子２１８－２,859534412,,133.4647222,35.48138889
2495,避難所,大山町,大山農村環境改善センター,大山町今在家611,859538139,859538139,133.4997183,35.44065974
2501,避難所,大山町,大山野球場,大山町今在家６１１,,,133.5014239,35.44059366
2500,避難所,大山町,大山農村運動広場,大山町今在家６３１,,,133.5006753,35.44024868
2504,避難所,大山町,大山総合体育館,大山町大山145-13,859523113,,133.5355578,35.40027877
2501,避難所,大山町,大山野球場,大山町今在家６１１,,,133.5014239,35.44059366
2502,避難所,大山町,大山運動広場,大山町大山１４５－１２,,,133.5366667,35.40166667
2503,避難所,大山町,大山国体広場,大山町大山１４５－１１,,,133.5369444,35.40083333
2507,避難所,大山町,庄内保育所,大山町押平７４１－２,859542277,859542277,133.4789522,35.49093509
2505,避難所,大山町,仁王堂公園,大山町宮内４５７,,,133.4850561,35.46416182
2508,避難所,大山町,人権交流センター,大山町茶畑1077-3,859542286,859542413,133.482662,35.4803814
2506,避難所,大山町,旧庄内小学校,大山町古御堂177,859542052,859544866,133.4780231,35.49349917
2510,避難所,大山町,名和総合運動公園,大山町名和1247-1,859542035,859542035,133.5136903,35.49721662
2511,避難所,大山町,名和地域休養施設（山香荘）,大山町加茂2663,859542211,859542211,133.5393272,35.45671402
2512,避難所,大山町,名和小学校,大山町名和610,859542070,859544867,133.4993469,35.50295755
2510,避難所,大山町,名和総合運動公園,大山町名和1247-1,859542035,859542035,133.5136903,35.49721662
2513,避難所,大山町,御来屋保育所,大山町御来屋116-9,859542049,859542049,133.498665,35.51313322
2515,避難所,大山町,保健福祉センターなわ,大山町御来屋467,859545207,859545087,133.4933497,35.50694066
2516,避難所,大山町,名和中学校,大山町名和648,859542024,859542440,133.496999,35.50595824
2517,避難所,大山町,旧光徳小学校,大山町東坪515,859542276,859544868,133.5215083,35.51851589
2514,避難所,大山町,御来屋漁村センター,大山町御来屋1020,859544296,,133.4943645,35.51152035
2520,避難所,大山町,林業振興センター,大山町田中８１７,858582067,,133.5875706,35.5250979
2518,避難所,大山町,中山公民館,大山町塩津368,858582334,858582286,133.5705969,35.52070194
2520,避難所,大山町,林業振興センター,大山町田中８１７,858582067,,133.5875706,35.5250979
2521,避難所,大山町,中山活性化センター,大山町羽田井1419-13,858582081,,133.5928547,35.4527031
2523,避難所,大山町,中山中学校,大山町下甲951-1,858582014,858582028,133.5771473,35.51951304
2525,避難所,大山町,上中山保育所,大山町束積312-1,858582335,,133.5922582,35.50105812
2522,避難所,大山町,中山小学校,大山町下甲1022,858582439,858582820,133.5732686,35.51938636
2524,避難所,大山町,逢坂保育所,大山町住吉921,858582304,,133.5608819,35.51566248
2526,避難所,大山町,下中山保育所,大山町下甲874-6,858582007,,133.5872842,35.52568832
2527,避難所,大山町,中山農業者トレーニングセンター,大山町下甲1022-5,858583967,,133.5736632,35.51792612
2529,避難所,大山町,上屋付多目的広場,大山町赤坂７６６－１,858493020,858493021,133.5807451,35.51594016
2528,避難所,大山町,福祉センターなかやま,大山町赤坂764,858493000,,133.5801726,35.51603054
2532,避難所,日南町,介護福祉センターあかねの郷,日南町下石見2315,859830842,859830846,133.3302828,35.15222656
2530,避難所,日南町,ふるさと日南邑ファーム・イン,日南町神戸上2962-1,859831188,859830779,133.3833768,35.13118134
2533,避難所,日南町,桜ヶ瀬会館,日南町多里782-2,859840135,,133.2002775,35.11583306
2534,避難所,日南町,まなび宿たり （旧多里小学校）,日南町多里826,859840151,,133.2010454,35.11580407
2531,避難所,日南町,ゆきんこ村・四季彩,日南町下阿毘縁478,859870431,859870433,133.2074594,35.20969821
2536,避難所,日南町,日南中学校,日南町霞７４０番地,859821225,,133.3088892,35.16638845
2537,避難所,日南町,日南町総合文化センター,日南町霞785,859771111,,133.3069265,35.16414591
2538,避難所,日南町,生山自治会館,日南町生山739-3,859821444,,133.3222318,35.16974979
2540,避難所,日南町,山上会館,日南町茶屋４１６９－３番地,859820901,,133.2344442,35.18555582
2541,避難所,日南町,山上生活改善センター,日南町笠木４０４－１番地,859820404,,133.2348257,35.18249672
2540,避難所,日南町,山上会館,日南町茶屋４１６９－３番地,859820901,,133.2344442,35.18555582
2541,避難所,日南町,山上生活改善センター,日南町笠木４０４－１番地,859820404,,133.2348257,35.18249672
2544,避難所,日南町,まなび宿おおみや （旧大宮小学校）,日南町印賀1516番地,,,133.2730556,35.23888845
2543,避難所,日南町,まなび宿あびれ（旧小学校）,日南町阿毘縁1248番地,,,133.2002781,35.21166679
2545,避難所,日南町,日南湖畔センター,日南町菅沢４４６番地,859870317,,133.3236112,35.22472222
2547,避難所,日南町,下石見構造改善センター,日南町下石見1267-1,859830585,,133.3266038,35.133641
2548,避難所,日南町,福栄生活改善センター,日南町福塚992番地,859830450,,133.3022226,35.11611073
2549,避難所,日南町,まなび宿ふくさかえ （旧福栄小学校）,日南町福塚974番地,,,133.3027775,35.11555579
2551,避難所,日南町,デイサービスセンターおおくさ荘,日南町茶屋3630番地1,859821818,,133.2325524,35.18530181
2552,避難所,日南町,阿毘縁会館,日南町阿毘縁1238番地,859870727,,133.2007892,35.21095008
2552,避難所,日南町,阿毘縁会館,日南町阿毘縁1238番地,859870727,,133.2007892,35.21095008
2551,避難所,日南町,デイサービスセンターおおくさ荘,日南町茶屋3630番地1,859821818,,133.2325524,35.18530181
2550,避難所,日南町,（分園）福栄保育園,日南町福塚1002-1,859830167,,133.3013887,35.11555577
2553,避難所,日南町,阿毘縁山村広場,日南町阿毘縁500-1,859870431,,133.2083713,35.21038298
2554,避難所,日南町,日南邑運動広場,日南町神戸上,859831188,,133.3821585,35.13182122
2556,避難所,日野町,日野町農業構造改善センター,日野町根雨380,859720305,859721370,133.4404566,35.23902501
2557,避難所,日野町,日野町文化センター,日野町根雨129-1,859721300,859721320,133.4422223,35.24083291
2560,避難所,日野町,根雨小学校,日野町野田271,859720049,859721811,133.436667,35.23666631
2558,避難所,日野町,日野町林業総合センター,日野町舟場107-1,859721122,,133.4485941,35.24567877
2561,避難所,日野町,日野町交流センター,日野町下榎1183,859770333,859720555,133.418615,35.23000078
2560,避難所,日野町,根雨小学校,日野町野田271,859720049,859721811,133.436667,35.23666631
2564,避難所,日野町,黒坂小学校,日野町黒坂1560-1,859740409,859740575,133.3844444,35.20583381
2561,避難所,日野町,日野町交流センター,日野町下榎1183,859770333,859720555,133.418615,35.23000078
2565,避難所,日野町,日野町老人福祉センター,日野町黒坂1247-1,859740338,859740365,133.385731,35.2089516
2568,避難所,江府町,江府小学校,江府町小江尾62,859752059,859753320,133.4848249,35.28962699
2569,避難所,江府町,柿原活性化施設,江府町柿原1351番地,,,133.4872527,35.3148737
2563,避難所,日野町,修立小学校,日野町本郷５２２,859721133,,133.4194444,35.23555556
2567,避難所,日野町,日野高等学校（根雨校舎）,日野町根雨310,859720365,859720366,133.4394545,35.24119782
2571,避難所,江府町,宮市原公民館,江府町宮市,859753087,,133.5154782,35.29306614
2572,避難所,江府町,助沢多目的集会施設,江府町助沢336番地,859753234,,133.5480441,35.29203901
2570,避難所,江府町,宮市構造改善センター,江府町宮市237番地,,,133.5024187,35.28858212
2571,避難所,江府町,宮市原公民館,江府町宮市,859753087,,133.5154782,35.29306614
2572,避難所,江府町,助沢多目的集会施設,江府町助沢336番地,859753234,,133.5480441,35.29203901
2573,避難所,江府町,御机多目的集会施設,江府町御机470番地,859753454,,133.5562867,35.32285015
2574,避難所,江府町,市民農園（カサラファーム）,江府町御机1154番地,859753377,859753377,133.5722284,35.31555395
2575,避難所,江府町,美用地区都市農村交流促進施設,江府町美用１１７１番地,859752450,,133.5397222,35.30472222
2576,避難所,江府町,小原体験交流施設（屋外）,江府町美用２６１６番地,859753651,,133.5324943,35.3021067
2577,避難所,江府町,旧米沢小学校,江府町美用530番地,,,133.5261112,35.29777781
2578,避難所,江府町,貝田集落センター施設,江府町貝田247番地1,,,133.504854,35.30078992
2579,避難所,江府町,武庫会館,江府町武庫550番地1,,,133.4812402,35.26566376
2580,避難所,江府町,新道会館,江府町武庫408番地3,,,133.4766697,35.26830424
2581,避難所,江府町,一旦会館,江府町武庫36番地2,,,133.4788534,35.27129114
2582,避難所,江府町,旧俣野小学校,江府町俣野690番地,,,133.5206794,35.2672016
2584,避難所,江府町,日の詰会館,江府町俣野1859番地,,,133.5299314,35.2692701
2585,避難所,江府町,深山口会館,江府町俣野237番地9,,,133.5552781,35.26916677
2586,避難所,江府町,吉原活性化施設,江府町吉原８９３番地,,,133.516587,35.32927322
2588,避難所,江府町,袋原公民館,江府町吉原,,,133.5025271,35.30688212
2590,避難所,江府町,大河原集出荷施設,江府町大河原９９０番地ノ１,,,133.5305554,35.32611069
2589,避難所,江府町,旧米原分校,江府町大河原510番地,,,133.5231083,35.32294761
2592,避難所,江府町,江府町備蓄基地,江府町美用８３５番地１７,,,133.5327175,35.30119388
2591,避難所,江府町,江府中学校,江府町江尾1714番地,859752120,,133.4791963,35.27598651
2592,避難所,江府町,江府町備蓄基地,江府町美用８３５番地１７,,,133.5327175,35.30119388
2593,避難所,江府町,江府町運動公園,江府町洲河崎62番地,859753229,859753398,133.4821751,35.2799097
11221,避難所,鳥取市,稲葉山公園,鳥取市卯垣5丁目79,,,134.2577252,35.491789
11222,避難所,鳥取市,南雲山第２公園,鳥取市雲山149-11,,,134.2363584,35.47949538
11220,避難所,鳥取市,卯垣公園,鳥取市卯垣4丁目211,,,134.2549267,35.48794439
11225,避難所,鳥取市,職員会館(白砂),鳥取市永楽温泉町557,857243943,,134.2312127,35.49254554
11224,避難所,鳥取市,公共空地（雲山）,鳥取市雲山687-10,,,134.2337117,35.47613181
11226,避難所,鳥取市,永楽公園,鳥取市永楽温泉町568,,,134.2306414,35.49315267
2594,避難所,江府町,美用広場,江府町美用１１７１番地,,,133.5397222,35.30444444
11226,避難所,鳥取市,永楽公園,鳥取市永楽温泉町568,,,134.2306414,35.49315267
11227,避難所,鳥取市,高架記念公園,鳥取市永楽温泉町701,,,134.2298756,35.49274151
11228,避難所,鳥取市,円通寺児童館,鳥取市円通寺263,857534131,,134.2140409,35.4333951
11230,避難所,鳥取市,神戸児童館,鳥取市下砂見751-1,857550006,,134.167909,35.41676874
11229,避難所,鳥取市,神戸地区公民館,鳥取市下砂見751,857550001,,134.1676447,35.41673272
11231,避難所,鳥取市,鮎ヶ丘集会所,鳥取市河原町鮎ヶ丘1151,,,134.199323,35.41012537
11232,避難所,鳥取市,鳥取県林業試験場駐車場,鳥取市河原町稲常113,,,134.2082489,35.41807368
11234,避難所,鳥取市,稲常子ども広場,鳥取市河原町稲常343,,,134.2127325,35.42217715
11233,避難所,鳥取市,稲常公民館,鳥取市河原町稲常334,,,134.2127014,35.42193935
11235,避難所,鳥取市,介護老人保健施設かわはら駐車場,鳥取市河原町稲常463,,,134.2086146,35.42343908
11237,避難所,鳥取市,河原中学校,鳥取市河原町曳田298,858850604,858851909,134.1988855,35.39516611
11236,避難所,鳥取市,八上地区公民館,鳥取市河原町曳田186-21,858852951,,134.1953909,35.39029264
11238,避難所,鳥取市,下曳田地区会館,鳥取市河原町曳田351-1,,,134.1981468,35.39780935
11239,避難所,鳥取市,八上スポーツ広場,鳥取市河原町曳田745-1,,,134.1925282,35.39015357
11240,避難所,鳥取市,河原公会堂,鳥取市河原町河原26-3,,,134.2011941,35.40644875
11242,避難所,鳥取市,六日市公民館,鳥取市河原町釜口249-2,,,134.2157946,35.36909467
11241,避難所,鳥取市,緑浄寺,鳥取市河原町釜口1449,,,134.2102389,35.37879242
11243,避難所,鳥取市,JR西日本国英駅,鳥取市河原町釜口807-2,,,134.2178653,35.37323622
11244,避難所,鳥取市,釜口子ども広場,鳥取市河原町釜口815-1,,,134.2164123,35.37425511
11246,避難所,鳥取市,弓河内遊園地,鳥取市河原町弓河内144,,,134.1379117,35.38594226
11246,避難所,鳥取市,弓河内遊園地,鳥取市河原町弓河内144,,,134.1379117,35.38594226
11364,避難所,鳥取市,牛戸公民館,鳥取市河原町牛戸148-2,,,134.1622885,35.38083752
11365,避難所,鳥取市,郷原公民館,鳥取市河原町郷原137,,,134.2163348,35.39448058
11369,避難所,鳥取市,道の駅「清流茶屋かわはら」,鳥取市河原町高福837,858855331,,134.2029811,35.39333842
11368,避難所,鳥取市,福和田公民館,鳥取市河原町高福632-1,,,134.2047182,35.39291015
11375,避難所,鳥取市,下佐貫児童遊園地,鳥取市河原町佐貫1104-1,,,134.195731,35.38325623
11371,避難所,鳥取市,高津原公民館,鳥取市河原町高福943,,,134.2002036,35.38612278
11372,避難所,鳥取市,今在家公民館,鳥取市河原町今在家334,,,134.2130629,35.40043327
11374,避難所,鳥取市,下佐貫集会所,鳥取市河原町佐貫1077-11,,,134.1965551,35.3813897
11379,避難所,鳥取市,三谷公民館,鳥取市河原町三谷348-2,,,134.2235743,35.39027772
11378,避難所,鳥取市,散岐地区公民館,鳥取市河原町佐貫784-6,,,134.1990092,35.37717824
11379,避難所,鳥取市,三谷公民館,鳥取市河原町三谷348-2,,,134.2235743,35.39027772
11380,避難所,鳥取市,三谷子ども広場,鳥取市河原町三谷350-1,,,134.2234202,35.39035883
11390,避難所,鳥取市,高草公園,鳥取市古海1056,,,134.2080515,35.49838936
11394,避難所,鳥取市,大正保育園,鳥取市古海331-8,857226289,,134.2074867,35.49368406
11395,避難所,鳥取市,高草人権福祉センター,鳥取市古海715-3,857241763,,134.2089653,35.49939842
11399,避難所,鳥取市,湖南中学校グラウンド,鳥取市吉岡温泉789-1,,,134.1284599,35.48470642
11400,避難所,鳥取市,美保保育園,鳥取市吉成2丁目13-8,857263981,,134.2247434,35.4838736
11401,避難所,鳥取市,美保公園,鳥取市吉成3丁目,,,134.2246541,35.48255734
11402,避難所,鳥取市,鳥取市民体育館,鳥取市吉成3丁目1-1,857245222,,134.2211397,35.48396752
11403,避難所,鳥取市,鳥取市勤労青少年ホーム,鳥取市吉成3丁目1-3,857241702,857242944,134.2219886,35.4834356
11404,避難所,鳥取市,新南公園,鳥取市吉成42-36,,,134.2354823,35.48247506
11405,避難所,鳥取市,財ノ木第二公園,鳥取市吉成566-59,,,134.217019,35.48910581
11408,避難所,鳥取市,吉方南公園,鳥取市吉方155,,,134.2367651,35.48971912
11406,避難所,鳥取市,財ノ木公園,鳥取市吉成608-1,,,134.2182648,35.48788906
11410,避難所,鳥取市,山の手体育館,鳥取市吉方町1丁目201,857265914,,134.2392737,35.49510029
11414,避難所,鳥取市,鳥取市文化センター,鳥取市吉方温泉3丁目701,857275181,857275154,134.2342932,35.49245279
11413,避難所,鳥取市,日進地区公民館,鳥取市吉方温泉1丁目131,857233960,857233963,134.2330966,35.49594503
11411,避難所,鳥取市,修立地区公民館,鳥取市吉方町1丁目201,857265914,857265918,134.2390977,35.49534426
11419,避難所,鳥取市,井原公園,鳥取市興南町130,,,134.2332705,35.48529555
11417,避難所,鳥取市,吉方北公園,鳥取市吉方温泉町2丁目203-1,,,134.2379709,35.4950754
11419,避難所,鳥取市,井原公園,鳥取市興南町130,,,134.2332705,35.48529555
11424,避難所,鳥取市,つづらを荘・レーク大樹,鳥取市金沢6,857570301,,134.1337963,35.49794705
11427,避難所,鳥取市,津ノ井地区公民館,鳥取市桂木307-11,857518253,,134.2493468,35.45565324
11428,避難所,鳥取市,元町公園,鳥取市元町425,,,134.2269616,35.50122337
11432,避難所,鳥取市,若草学園,鳥取市湖山町西1丁目516,857281233,,134.1695212,35.52146179
11433,避難所,鳥取市,湖山南公園,鳥取市湖山町南1丁目813-2,,,134.1781736,35.51474689
11429,避難所,鳥取市,玄好町公園,鳥取市玄好町301,,,134.2293252,35.50683284
11436,避難所,鳥取市,鳥取大学陸上競技場,鳥取市湖山町南4丁目101,,,134.1710913,35.51134911
11435,避難所,鳥取市,鳥取大学,鳥取市湖山町南4丁目101,857315007,,134.172811,35.51592756
11436,避難所,鳥取市,鳥取大学陸上競技場,鳥取市湖山町南4丁目101,,,134.1710913,35.51134911
11437,避難所,鳥取市,鳥取商業高等学校,鳥取市湖山町北2丁目401,857280156,857280157,134.1753837,35.51997409
11438,避難所,鳥取市,大寺屋１号公園,鳥取市湖山町北2丁目594,,,134.1733728,35.52252479
11440,避難所,鳥取市,湖山白浜公園,鳥取市湖山町北4丁目314,,,134.1761094,35.52603441
11439,避難所,鳥取市,湖山北公園,鳥取市湖山町北4丁目129,,,134.1777064,35.5238667
11442,避難所,鳥取市,湖山地区公民館,鳥取市湖山町北6丁目334,857281017,,134.1818181,35.52101107
11441,避難所,鳥取市,湖山体育館,鳥取市湖山町北6丁目330-25,857281017,,134.1834149,35.52004722
11444,避難所,鳥取市,幸町棒鼻公園,鳥取市幸町75,,,134.2198705,35.49433712
11443,避難所,鳥取市,人権交流プラザ（中央人権福祉センター）,鳥取市幸町151,857248241,,134.2178757,35.49590488
11445,避難所,鳥取市,行徳公園,鳥取市行徳1丁目154,,,134.2216962,35.49850165
11446,避難所,鳥取市,行徳緑地,鳥取市行徳2丁目439,,,134.2224653,35.49999371
11447,避難所,鳥取市,聖神社,鳥取市行徳2丁目705,,,134.2201083,35.50012438
11448,避難所,鳥取市,行徳苑,鳥取市行徳3丁目327,857210158,,134.222787,35.50040026
11449,避難所,鳥取市,富桑保育園,鳥取市行徳3丁目705-1,857226209,,134.2199283,35.50214711
11450,避難所,鳥取市,高住公共空地（高住公園）,鳥取市高住725,,,134.1599297,35.49795461
11451,避難所,鳥取市,国安児童館,鳥取市国安118-2,857533310,,134.2169078,35.46098318
11452,避難所,鳥取市,桜谷公園,鳥取市桜谷345,,,134.2533521,35.47285735
11454,避難所,鳥取市,鳥取市Ｂ＆Ｇ海洋センター,鳥取市三津1072,857285259,,134.1570034,35.52124655
11457,避難所,鳥取市,若葉台南第二公園,鳥取市若葉台南2丁目215,,,134.2626288,35.44753316
11458,避難所,鳥取市,若葉台南第三公園,鳥取市若葉台南3丁目205,,,134.2660105,35.44703925
11459,避難所,鳥取市,若葉台南公園（ニュータウン１号児童公園）,鳥取市若葉台南6丁目204,,,134.2608449,35.44448946
11462,避難所,鳥取市,真教寺公園,鳥取市戎町503,,,134.2324832,35.49873179
11460,避難所,鳥取市,寿公園,鳥取市寿町640,,,134.2251227,35.50445701
11464,避難所,鳥取市,明治小学校,鳥取市松上159,857560001,857560482,134.134535,35.44215424
11463,避難所,鳥取市,県民文化会館「とりぎん文化会館」,鳥取市尚徳町101-5,857218700,857218705,134.2369937,35.50184947
11465,避難所,鳥取市,明治地区公民館,鳥取市松上167-1,857560005,,134.1341981,35.44186521
11466,避難所,鳥取市,城北保育園,鳥取市松並町2丁目305,857243833,,134.217379,35.51507543
11467,避難所,鳥取市,城北公園,鳥取市松並町2丁目320,,,134.2171921,35.51468453
11468,避難所,鳥取市,城北テニス場,鳥取市松並町3丁目204,,,134.2200327,35.51838912
11469,避難所,鳥取市,樗谿公園,鳥取市上町87,,,134.2425726,35.49888777
11470,避難所,鳥取市,美和保育園,鳥取市上味野545,857532645,,134.2014923,35.45931294
11471,避難所,鳥取市,大樋井公園,鳥取市新78,,,134.2377452,35.48254597
11473,避難所,鳥取市,のぞみ保育園,鳥取市数津94-8,857534250,,134.2241159,35.46854158
11478,避難所,鳥取市,東郷児童館,鳥取市西今在家207,857531321,,134.1791171,35.4683574
11479,避難所,鳥取市,東郷地区公民館,鳥取市西今在家207,857530456,,134.1791841,35.4684134
11483,避難所,鳥取市,なかよし公園,鳥取市西町2丁目423,,,134.233734,35.50308727
11481,避難所,鳥取市,鳥取市福祉文化会館,鳥取市西町2丁目311,857246766,857243905,134.23288,35.50300033
11484,避難所,鳥取市,西町公園,鳥取市西町3丁目405,,,134.2335169,35.50575995
11488,避難所,鳥取市,西人権福祉センター,鳥取市西品治674,857271064,,134.2183942,35.50917787
11489,避難所,鳥取市,鳥取城北高等学校,鳥取市西品治848,857233502,857233522,134.2247306,35.50901336
11489,避難所,鳥取市,鳥取城北高等学校,鳥取市西品治848,857233502,857233522,134.2247306,35.50901336
11506,避難所,鳥取市,千代水スポーツ広場,鳥取市千代水3丁目110,,,134.1962059,35.51849897
11505,避難所,鳥取市,青葉公園,鳥取市青葉町3丁目382-5,,,134.2234944,35.51697138
11508,避難所,鳥取市,相生第一公園,鳥取市相生町2丁目502,,,134.2268554,35.50788755
11507,避難所,鳥取市,沢井手公園（鳥取鉄道記念物公園）,鳥取市扇町19,,,134.226071,35.49164359
11509,避難所,鳥取市,大森公園,鳥取市相生町1丁目314,,,134.2283052,35.50927944
11510,避難所,鳥取市,南大覚寺公園,鳥取市大覚寺124-9,,,134.2314479,35.47856943
11512,避難所,鳥取市,滝山公園,鳥取市滝山734,,,134.2604071,35.49311076
11511,避難所,鳥取市,大覚寺南公園,鳥取市大覚寺170-50,,,134.2340135,35.4809443
11516,避難所,鳥取市,面影２丁目公園（大杙公園）,鳥取市面影2丁目322,,,134.2482204,35.48014234
11517,避難所,鳥取市,美穂地区公民館,鳥取市朝月22,857530173,,134.2028371,35.46324867
11518,避難所,鳥取市,ニュータウン中央公園,鳥取市若葉台南1丁目,,,134.2577832,35.44448949
11519,避難所,鳥取市,天神公園,鳥取市天神町39,,,134.2225417,35.49071466
11520,避難所,鳥取市,城北地区公民館,鳥取市田園町4丁目223-1,857263997,857264018,134.2208218,35.5144496
11521,避難所,鳥取市,田島公共空地（田島第２公園）,鳥取市田島650,,,134.2230526,35.511629
11523,避難所,鳥取市,東今在家公園,鳥取市東今在家55-6,,,134.2559168,35.47408317
11524,避難所,鳥取市,東今在家公共空地（中央公園）,鳥取市東今在家87-44,,,134.255467,35.47576883
11522,避難所,鳥取市,田島第１公園,鳥取市田島771,,,134.2205169,35.51229685
11525,避難所,鳥取市,鳥取武道館,鳥取市東町1丁目326,857268038,,134.2382884,35.50481315
11526,避難所,鳥取市,鳥取西高等学校,鳥取市東町2丁目112,857228281,857227324,134.2385135,35.50604535
11527,避難所,鳥取市,久松公園,鳥取市東町2丁目121,,,134.2369584,35.50704596
11528,避難所,鳥取市,久松小学校,鳥取市東町2丁目201,857233401,857233402,134.2367361,35.50557397
11529,避難所,鳥取市,北中学校,鳥取市東町3丁目371-1,857223417,857227917,134.2350693,35.50926181
11530,避難所,鳥取市,久松会館（久松地区公民館・体育館）,鳥取市東町3丁目371-2,857234148,857234180,134.2349487,35.50876563
11535,避難所,鳥取市,内海中生活改善センター,鳥取市内海中72-4,,,134.1089542,35.51030308
11536,避難所,鳥取市,津ノ井保育園,鳥取市南栄町17,857518227,,134.2478549,35.45966985
11537,避難所,鳥取市,津ノ井スポーツ広場,鳥取市南栄町30-1,,,134.2423793,35.4613646
11538,避難所,鳥取市,東富安公園,鳥取市南吉方1丁目30,,,134.2313695,35.48944215
11539,避難所,鳥取市,馬場児童館,鳥取市馬場177-4,857518480,,134.2265167,35.46558093
11540,避難所,鳥取市,南人権福祉センター,鳥取市八坂49-6,857530412,,134.2166541,35.45142025
11541,避難所,鳥取市,松林公園,鳥取市美萩野1丁目104,,,134.1413165,35.5230801
11542,避難所,鳥取市,美萩野三角公園,鳥取市美萩野1丁目236,,,134.1379792,35.52185799
11543,避難所,鳥取市,美萩野西山公園,鳥取市美萩野2丁目201,,,134.1435897,35.51971539
11545,避難所,鳥取市,美萩野公園,鳥取市美萩野2丁目220,,,134.140506,35.52017538
11546,避難所,鳥取市,美萩野鳥打場公園,鳥取市美萩野3丁目111,,,134.1384801,35.52383976
11547,避難所,鳥取市,美萩野深沢公園,鳥取市美萩野3丁目295,,,134.1342355,35.52317274
11548,避難所,鳥取市,浜坂地区公民館,鳥取市浜坂4丁目11-21,857270711,,134.2111411,35.53095144
11549,避難所,鳥取市,浜坂公園,鳥取市浜坂3丁目1511,,,134.2132688,35.53197238
11550,避難所,鳥取市,浜坂３公共空地（東浜公共空地）,鳥取市浜坂3丁目1760,,,134.2143607,35.53281031
11551,避難所,鳥取市,浜坂２公共空地（浜坂緑地）,鳥取市浜坂2丁目1650-1,,,134.214361,35.53012387
11554,避難所,鳥取市,中ノ郷中学校,鳥取市浜坂東1丁目22-17,857242531,857242532,134.2273413,35.52885067
11555,避難所,鳥取市,浜坂中央公園,鳥取市浜坂東1丁目1045-3,,,134.2286327,35.5256865
11557,避難所,鳥取市,浜坂東公園,鳥取市浜坂東1丁目2060,,,134.2254339,35.52750721
11558,避難所,鳥取市,富安公園,鳥取市富安1丁目57,,,134.226171,35.48834918
11559,避難所,鳥取市,鳥取市総合福祉センター「さざんか会館」,鳥取市富安2丁目104-2,857297151,,134.2271679,35.49081572
11561,避難所,鳥取市,松保地区公民館,鳥取市布勢543-3,858281192,,134.1770441,35.50290231
11560,避難所,鳥取市,布勢総合運動公園「コカ・コーラウエストスポーツパーク」,鳥取市布勢146-1,857287220,,134.1816458,35.50021174
11563,避難所,鳥取市,末恒地区公民館,鳥取市伏野1986-32,857591147,857591150,134.1330468,35.52534921
11565,避難所,鳥取市,北園妙見公園,鳥取市北園2丁目135,,,134.2383691,35.52062929
11566,避難所,鳥取市,北園３号公園,鳥取市北園2丁目24,,,134.2416597,35.52308718
11566,避難所,鳥取市,北園３号公園,鳥取市北園2丁目24,,,134.2416597,35.52308718
11567,避難所,鳥取市,豊実保育園,鳥取市野坂927,857224974,,134.1763557,35.48420566
11569,避難所,鳥取市,弥生公園,鳥取市弥生町210,,,134.2306204,35.49699897
11572,避難所,鳥取市,立川第２公園,鳥取市立川町2丁目162-5,,,134.2410276,35.49365861
11575,避難所,鳥取市,岩倉地区公民館,鳥取市立川町6丁目171,857225621,,134.250246,35.48588865
11574,避難所,鳥取市,立川公園,鳥取市立川町3丁目455,,,134.2445854,35.49110385
11576,避難所,鳥取市,立川南公園,鳥取市立川町6丁目174-4,,,134.2512489,35.4849868
